,Education Level,Age,Gender,Children,Weekly Earnings,Year,Weekly Hours Worked,Sleeping,Grooming,Housework,Food & Drink Prep,Caring for Children,Playing with Children,Job Searching,Shopping,Eating and Drinking,Socializing & Relaxing,Television,Golfing,Running,Volunteering,Employment Status
274,15,40,2,1,2026,2005,40,444,40,0,15,39,0,0,0,35,145,50,0,0,0,Employed
275,13,39,1,1,1250,2005,50,660,0,0,0,240,60,0,32,135,221,140,0,0,0,Employed
276,14,59,2,0,0,2005,0,390,70,85,85,0,0,0,165,65,190,120,0,0,0,Not in labor force
277,15,35,2,3,0,2005,0,566,65,35,32,165,0,0,10,35,40,0,0,0,0,Not in labor force
278,13,28,1,0,0,2005,40,900,40,0,0,0,0,0,5,30,391,331,0,0,0,Employed
279,9,21,2,1,300,2005,40,630,90,218,150,0,0,0,60,10,240,60,0,0,0,Employed
280,16,36,1,1,2308,2005,50,360,60,0,0,0,0,0,0,315,0,0,0,0,0,Employed
281,13,52,1,0,0,2005,60,480,0,0,0,0,0,0,30,60,405,270,0,0,0,Employed
282,19,46,2,0,600,2005,40,360,65,0,2,0,0,0,0,140,0,0,0,0,0,Employed
283,16,44,2,2,2885,2005,55,480,30,70,35,100,0,0,240,90,5,0,0,0,20,Employed
284,19,24,1,1,618,2005,52,585,30,0,30,175,159,0,50,85,390,155,0,0,0,Employed
285,18,60,1,0,0,2005,70,420,60,0,0,0,0,0,0,180,30,30,0,0,0,Employed
286,13,39,2,1,0,2005,0,465,40,0,60,0,0,0,0,45,230,170,0,0,0,Not in labor force
287,13,53,2,2,141,2005,25,510,70,10,15,0,0,0,45,40,150,150,0,0,0,Employed
288,9,15,1,1,0,2005,0,120,75,0,0,0,0,0,0,70,935,575,0,0,0,Not in labor force
289,13,19,2,1,169,2005,40,553,40,0,0,0,0,0,0,30,180,0,0,0,0,Employed
290,14,57,2,0,0,2005,0,660,0,0,360,0,0,0,0,60,360,240,0,0,0,Not in labor force
291,9,16,1,2,0,2005,0,390,60,35,0,0,0,0,5,120,610,430,0,0,0,Not in labor force
292,17,73,1,0,0,2005,0,510,0,0,2,0,0,0,0,76,30,0,0,0,0,Not in labor force
293,16,64,1,0,1923,2005,40,660,0,0,0,0,0,0,75,50,240,0,0,0,0,Employed
294,13,76,2,0,0,2005,0,630,0,45,60,0,0,0,0,25,665,135,0,0,0,Not in labor force
295,10,17,2,3,57,2005,15,540,35,0,45,0,0,0,0,85,375,195,0,0,0,Employed
296,11,17,1,1,175,2005,20,600,15,0,0,0,0,0,0,90,300,120,0,0,0,Employed
297,19,40,2,0,585,2005,44,420,75,20,0,0,0,0,20,110,150,150,0,0,0,Employed
298,19,58,2,0,0,2005,0,390,84,35,68,0,0,0,45,70,489,217,0,0,2,Not in labor force
299,16,44,2,1,915,2005,24,395,48,0,37,25,0,0,60,55,180,60,0,0,0,Employed
300,9,71,1,0,0,2005,0,510,0,0,0,0,0,0,0,165,435,195,0,0,0,Not in labor force
301,13,50,2,0,750,2005,40,540,60,0,0,0,0,0,0,0,190,0,0,0,0,Employed
302,15,48,2,0,0,2005,0,510,45,0,70,0,0,0,0,50,300,30,0,0,40,Not in labor force
303,19,53,2,0,11,2005,15,537,70,90,50,0,0,0,219,40,96,69,0,0,0,Employed
304,16,44,2,3,769,2005,50,390,60,27,20,77,0,0,3,15,115,105,0,0,0,Employed
305,13,85,1,0,0,2005,0,810,0,0,60,0,0,0,0,135,42,42,240,0,0,Not in labor force
306,12,20,2,1,185,2005,40,735,0,0,0,0,0,0,0,15,195,120,0,0,0,Employed
307,15,42,2,0,2038,2005,40,465,150,0,0,0,0,0,15,60,60,60,105,0,0,Employed
308,13,70,2,0,0,2005,0,400,5,220,40,0,0,0,65,30,485,380,0,0,0,Not in labor force
309,12,32,1,3,1154,2005,40,345,25,0,60,20,0,0,0,90,140,80,0,0,0,Employed
310,17,55,1,0,0,2005,0,495,45,0,75,0,0,0,0,30,660,540,0,0,0,Not in labor force
311,15,85,2,0,0,2005,0,540,180,75,0,0,0,0,0,130,480,310,0,0,0,Not in labor force
312,14,80,2,0,0,2005,0,630,60,0,45,0,0,0,35,15,550,430,0,0,0,Not in labor force
313,18,62,1,0,0,2005,55,415,60,0,0,0,0,0,15,165,110,90,0,0,0,Employed
314,19,41,2,1,150,2005,0,445,0,110,10,115,0,0,5,70,170,0,0,0,265,Employed
315,15,69,2,0,1558,2005,40,510,40,5,35,0,0,0,20,20,310,90,0,0,0,Employed
316,15,27,2,2,808,2005,35,465,95,45,175,215,0,0,0,105,270,60,0,0,0,Employed
317,15,27,1,0,1654,2005,45,370,30,0,0,0,0,0,10,90,20,20,45,0,0,Employed
318,14,31,1,2,0,2005,50,480,40,0,0,110,90,0,45,80,100,0,0,0,0,Employed
319,19,20,1,0,200,2005,32,510,50,60,0,0,0,0,10,45,370,90,0,0,0,Employed
320,14,74,2,0,0,2005,0,600,0,30,60,0,0,0,60,30,230,0,0,0,0,Not in labor force
321,14,25,2,1,0,2005,20,408,75,60,150,117,0,0,0,45,200,140,0,0,90,Employed
322,13,34,2,2,365,2005,24,445,55,0,10,155,0,0,15,44,35,35,0,0,0,Employed
323,15,33,1,0,480,2005,40,555,60,0,0,0,0,0,0,77,130,60,0,0,0,Employed
324,10,17,2,1,0,2005,0,660,0,10,60,0,0,0,0,60,375,75,0,0,0,Not in labor force
325,19,60,1,0,0,2005,0,795,0,0,0,0,0,0,0,65,420,180,0,0,0,Not in labor force
326,19,48,2,1,769,2005,40,555,0,10,100,0,0,0,0,15,730,730,0,0,0,Employed
327,13,66,2,0,0,2005,0,510,15,60,170,0,0,0,0,110,515,95,60,0,0,Not in labor force
328,16,42,2,3,910,2005,0,460,0,270,150,90,0,0,150,90,180,180,0,0,0,Employed
329,10,36,1,1,1298,2005,40,390,10,10,0,0,0,0,0,60,245,165,0,0,0,Employed
330,13,79,2,0,0,2005,0,710,75,0,0,0,0,0,0,45,605,458,0,0,0,Not in labor force
331,19,50,2,3,0,2005,0,643,125,60,1,10,0,0,7,10,337,219,0,0,0,Not in labor force
332,15,44,2,0,1040,2005,40,415,95,5,0,0,0,0,352,0,217,60,0,0,0,Employed
333,15,32,2,2,0,2005,15,530,35,60,55,232,90,0,40,60,60,60,0,0,0,Employed
334,19,31,2,3,0,2005,0,360,30,215,162,191,0,0,5,30,363,138,0,0,0,Not in labor force
335,19,47,1,3,0,2005,10,390,10,60,5,10,0,0,0,15,245,245,0,0,240,Employed
336,14,42,2,1,769,2005,35,465,140,35,60,10,0,0,40,123,240,60,0,0,0,Employed
337,13,42,2,3,440,2005,40,780,0,0,60,0,0,0,0,30,330,210,0,0,0,Employed
338,15,33,2,1,808,2005,45,510,55,20,0,75,18,0,5,40,140,105,0,0,0,Employed
339,15,41,1,0,1808,2005,50,480,30,0,30,0,0,0,25,105,75,0,0,0,0,Employed
340,15,37,2,3,0,2005,0,496,5,130,125,200,25,0,30,45,259,0,0,0,0,Not in labor force
341,15,56,2,0,173,2005,19,480,90,45,75,0,0,0,0,110,170,45,0,0,0,Employed
342,19,22,1,0,404,2005,53,490,30,0,0,0,0,0,10,20,5,0,0,0,0,Employed
343,15,35,2,5,0,2005,0,769,17,15,105,237,0,0,5,65,185,50,0,0,0,Not in labor force
344,13,80,1,0,0,2005,0,580,65,0,30,0,0,0,0,100,290,120,0,0,0,Not in labor force
345,19,20,1,0,290,2005,40,600,90,0,60,0,0,0,0,30,285,270,0,0,0,Employed
346,19,21,1,1,270,2005,0,270,45,0,0,0,0,0,0,0,237,60,0,0,0,Employed
347,11,22,1,1,729,2005,0,715,0,0,0,20,0,0,0,0,255,60,0,0,0,Employed
348,13,68,2,0,0,2005,0,240,0,0,5,0,0,0,0,60,1135,780,0,0,0,Not in labor force
349,16,80,2,0,0,2005,0,470,15,0,0,0,0,0,60,15,678,603,0,0,0,Not in labor force
350,13,48,2,3,0,2005,0,585,45,180,195,60,0,0,0,0,375,255,0,0,0,Not in labor force
351,19,57,2,0,680,2005,40,491,59,30,25,0,0,0,0,80,240,225,0,0,20,Employed
352,14,30,2,0,0,2005,0,570,0,0,30,0,0,0,90,30,153,153,0,60,0,Not in labor force
353,15,32,1,1,1250,2005,0,600,0,0,0,0,0,0,0,35,0,0,0,0,0,Employed
354,13,37,2,4,0,2005,0,375,49,35,125,258,0,0,113,25,109,0,0,0,0,Not in labor force
355,13,25,2,1,480,2005,40,570,0,0,0,30,0,0,30,90,655,655,0,0,0,Employed
356,15,62,2,0,347,2005,40,510,120,30,10,0,0,0,0,125,45,45,0,0,0,Employed
357,17,62,1,1,2885,2005,55,450,0,75,0,0,0,0,0,90,60,60,0,0,0,Employed
358,11,78,2,0,0,2005,0,599,20,110,15,0,0,0,0,15,560,470,0,0,0,Not in labor force
359,11,16,1,2,0,2005,0,725,60,0,0,0,0,0,0,80,395,30,0,0,0,Unemployed
360,15,45,1,0,808,2005,40,570,30,0,30,0,0,0,70,120,599,599,0,0,0,Employed
361,12,69,2,0,0,2005,0,630,0,0,30,0,0,0,0,25,380,380,0,0,0,Not in labor force
362,19,43,2,2,680,2005,40,420,15,35,75,46,0,0,15,30,100,85,0,0,0,Employed
363,14,49,2,0,405,2005,30,578,35,0,0,0,0,0,65,40,385,150,0,0,0,Employed
364,13,27,1,1,1154,2005,68,750,0,0,6,0,0,0,0,10,150,150,0,0,0,Employed
365,16,63,1,0,0,2005,0,420,37,0,30,0,0,0,32,90,351,231,0,0,0,Not in labor force
366,11,43,1,4,0,2005,50,595,115,0,0,0,0,0,0,50,15,15,0,0,0,Employed
367,13,85,2,0,0,2005,0,330,30,0,7,0,0,0,0,20,993,240,0,0,0,Not in labor force
368,17,49,1,2,2885,2005,42,540,80,20,0,200,30,0,5,45,35,30,0,0,0,Employed
369,13,62,2,0,0,2005,0,290,105,0,7,0,0,0,50,125,221,186,0,0,0,Not in labor force
370,9,16,1,5,0,2005,0,480,60,0,60,0,0,0,0,120,690,630,0,0,0,Not in labor force
371,19,39,2,2,0,2005,50,480,60,30,215,15,0,0,120,30,320,30,0,0,0,Employed
372,19,56,1,0,1218,2005,40,360,10,0,0,0,0,0,0,40,190,0,0,0,0,Employed
373,15,30,1,1,0,2005,0,420,0,0,30,390,210,0,0,60,120,0,0,0,0,Not in labor force
374,16,44,1,2,1538,2005,40,600,0,0,0,20,0,0,0,90,120,120,0,0,0,Employed
375,14,85,2,0,0,2005,0,615,135,140,30,0,0,0,0,60,30,0,0,0,0,Not in labor force
376,15,40,1,1,1731,2005,0,510,0,120,135,30,0,0,0,50,475,90,0,0,0,Employed
377,11,40,2,0,240,2005,0,420,80,0,0,0,0,0,7,165,60,60,0,0,0,Employed
378,15,38,1,2,1250,2005,50,576,40,0,0,60,0,0,0,45,135,90,0,0,10,Employed
379,16,80,2,0,0,2005,0,540,0,5,55,0,0,0,30,185,265,265,0,0,0,Not in labor force
380,19,26,1,1,500,2005,40,485,22,0,45,10,0,0,30,75,110,30,0,0,0,Employed
381,13,42,1,2,0,2005,0,495,35,90,110,75,0,0,0,50,415,120,0,0,0,Not in labor force
382,15,41,2,2,0,2005,0,465,30,230,265,74,0,0,0,120,184,84,0,0,0,Not in labor force
383,14,24,2,2,440,2005,40,580,100,0,70,28,0,0,0,65,42,42,0,0,0,Employed
384,19,68,2,0,600,2005,17,395,30,45,30,0,0,0,0,110,460,155,0,0,0,Employed
385,13,43,2,2,486,2005,40,480,0,245,20,4,0,0,15,135,169,159,0,0,0,Employed
386,15,42,1,5,1442,2005,40,420,30,0,50,10,0,0,0,90,120,120,0,0,0,Employed
387,15,67,1,0,450,2005,0,360,38,210,20,0,0,0,10,60,518,158,0,0,0,Employed
388,16,29,1,1,846,2005,34,450,0,0,0,0,0,0,0,60,385,120,0,0,0,Employed
389,14,35,1,0,0,2005,40,630,0,0,0,0,0,0,0,30,180,120,0,0,0,Employed
390,15,38,2,0,1163,2005,47,510,60,55,0,0,0,0,0,30,570,85,0,0,10,Employed
391,15,52,1,0,1189,2005,44,358,15,75,79,0,0,0,0,105,571,350,0,0,0,Employed
392,16,73,1,0,0,2005,0,660,65,5,30,0,0,0,0,50,560,50,0,0,45,Not in labor force
393,19,21,1,0,0,2005,0,718,15,0,0,0,0,0,7,45,290,200,0,0,0,Not in labor force
394,16,62,1,0,1865,2005,35,460,35,0,0,0,0,0,95,75,130,95,0,0,0,Employed
395,14,44,1,0,0,2005,0,836,100,0,3,0,0,0,5,45,200,60,0,0,0,Not in labor force
396,15,29,1,0,894,2005,45,530,55,52,65,0,0,0,43,60,300,0,0,0,0,Employed
397,14,45,1,1,1058,2005,40,385,15,0,0,60,0,90,5,105,313,210,0,0,0,Employed
398,9,16,2,1,0,2005,0,721,61,13,0,0,0,0,0,80,30,30,0,0,0,Not in labor force
399,14,40,1,1,990,2005,60,450,30,0,0,85,60,0,0,80,95,0,0,0,185,Employed
400,10,30,1,4,600,2005,40,450,30,0,0,0,0,0,5,35,150,90,0,0,0,Employed
401,17,37,2,1,1615,2005,45,390,60,0,30,60,0,0,0,50,15,0,0,0,0,Employed
402,13,61,1,0,185,2005,25,510,0,0,0,0,0,0,0,95,370,165,0,0,0,Employed
403,13,36,2,2,721,2005,40,481,60,0,30,90,0,0,33,60,140,0,0,0,0,Employed
404,10,47,2,1,0,2005,0,1118,0,0,0,0,0,0,0,20,300,300,0,0,0,Not in labor force
405,13,72,2,0,0,2005,0,480,70,45,75,0,0,0,60,105,420,235,0,0,0,Not in labor force
406,19,25,2,2,0,2005,0,210,50,120,30,0,0,0,60,155,165,45,0,0,0,Not in labor force
407,14,65,2,0,140,2005,18,530,60,20,95,0,0,0,130,60,255,120,0,0,90,Employed
408,11,17,1,4,0,2005,0,420,90,0,0,0,0,0,0,30,405,0,0,0,0,Not in labor force
409,13,80,2,0,0,2005,0,545,60,0,10,0,0,0,0,40,645,240,0,0,0,Not in labor force
410,19,26,1,1,400,2005,10,442,55,0,0,0,0,0,0,35,240,120,0,0,0,Employed
411,13,53,1,1,1050,2005,50,540,30,0,0,0,0,0,555,40,265,0,0,0,0,Employed
412,16,49,2,0,1154,2005,35,495,45,5,30,0,0,0,45,90,170,60,0,0,0,Employed
413,11,71,1,0,0,2005,0,570,60,0,0,0,0,0,60,65,485,485,0,0,0,Not in labor force
414,15,37,1,2,846,2005,48,420,20,0,0,0,0,0,15,75,182,62,0,0,0,Employed
415,16,47,2,2,2026,2005,40,300,50,0,40,95,0,0,95,85,10,0,0,0,0,Employed
416,14,61,2,0,0,2005,7,525,0,10,10,0,0,0,10,85,493,285,0,0,0,Employed
417,19,69,1,0,0,2005,0,450,0,120,15,0,0,0,0,45,450,375,0,0,0,Not in labor force
418,13,68,2,0,0,2005,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,Not in labor force
419,13,47,2,0,800,2005,55,346,50,20,30,0,0,0,5,20,545,0,0,0,0,Employed
420,19,80,1,0,0,2005,0,570,0,0,10,0,0,0,0,80,654,324,0,0,0,Not in labor force
421,11,72,2,0,0,2005,0,510,0,90,30,0,0,0,60,15,550,90,0,0,0,Not in labor force
422,15,76,2,0,0,2005,0,495,60,105,0,0,0,0,0,60,455,60,0,0,0,Not in labor force
423,19,60,2,0,0,2005,0,570,40,440,60,0,0,0,0,10,125,95,0,0,0,Not in labor force
424,15,26,2,0,400,2005,35,600,0,0,30,0,0,0,110,85,190,190,0,0,0,Employed
425,19,38,1,2,854,2005,40,623,55,0,0,15,0,0,25,103,425,150,0,0,0,Employed
426,13,46,2,0,0,2005,10,719,0,0,0,0,0,0,0,30,429,59,0,0,30,Employed
427,15,54,1,0,302,2005,40,345,40,0,0,0,0,0,40,140,240,0,0,0,0,Employed
428,19,65,1,0,0,2005,0,445,10,120,0,0,0,0,80,60,65,0,0,0,0,Not in labor force
429,19,21,2,1,12,2005,10,510,90,140,10,75,60,0,45,35,220,220,0,0,0,Employed
430,10,62,2,0,0,2005,0,477,60,0,30,0,0,0,85,110,270,210,0,0,0,Not in labor force
431,13,74,2,0,0,2005,0,420,0,135,30,0,0,0,0,105,630,390,0,0,0,Not in labor force
432,18,37,1,0,1154,2005,50,560,30,240,60,0,0,0,0,30,180,180,0,0,0,Employed
433,13,67,2,0,468,2005,16,540,45,255,135,0,0,0,0,90,180,180,0,0,0,Employed
434,17,47,2,2,385,2005,55,460,50,0,120,15,0,0,0,30,180,60,0,0,0,Employed
435,14,42,2,1,0,2005,0,393,30,60,0,0,0,0,96,10,100,60,0,0,1,Employed
436,16,44,2,2,365,2005,40,570,60,45,10,0,0,0,0,85,65,15,0,0,0,Employed
437,13,49,2,0,920,2005,40,630,60,0,45,0,0,0,0,60,150,120,0,0,0,Employed
438,14,57,1,0,336,2005,35,425,20,0,48,0,0,0,5,333,26,0,0,0,0,Employed
439,13,74,1,0,0,2005,0,450,0,0,20,0,0,0,10,60,555,235,260,0,0,Not in labor force
440,15,38,2,1,0,2005,0,510,30,195,0,410,290,0,90,60,133,60,0,0,0,Not in labor force
441,13,26,1,2,492,2005,43,810,45,0,15,0,0,0,0,60,450,0,0,0,0,Employed
442,13,47,2,1,0,2005,0,517,30,20,115,36,0,0,0,105,517,457,0,0,0,Not in labor force
443,16,80,2,0,0,2005,0,465,90,5,30,0,0,0,30,95,220,40,0,0,0,Not in labor force
444,14,80,2,0,144,2005,16,540,75,30,5,0,0,0,0,55,155,125,0,0,0,Employed
445,14,66,2,0,0,2005,0,510,30,10,10,0,0,0,0,100,440,320,0,0,0,Not in labor force
446,13,28,2,1,408,2005,42,470,45,0,50,70,0,0,0,40,75,30,0,0,0,Employed
447,15,65,1,0,189,2005,40,540,30,0,0,0,0,0,150,180,368,248,0,0,0,Employed
448,13,46,2,0,600,2005,40,345,30,130,0,0,0,0,0,15,280,260,0,0,0,Employed
449,15,61,1,0,357,2005,40,810,30,0,60,0,0,0,100,90,305,185,0,0,0,Employed
450,13,22,1,0,865,2005,55,555,45,0,15,0,0,0,5,15,180,30,0,0,0,Employed
451,13,28,1,1,600,2005,50,450,0,0,0,870,0,0,0,60,0,0,0,0,0,Employed
452,15,23,2,0,588,2005,36,688,30,0,55,0,0,0,0,45,215,40,0,0,0,Employed
453,15,39,2,2,654,2005,50,562,108,90,90,0,0,0,0,105,240,210,0,0,0,Employed
454,13,47,2,1,250,2005,30,360,29,0,140,0,0,0,0,30,460,0,0,0,70,Employed
455,13,71,2,0,0,2005,0,600,0,0,0,0,0,0,0,30,0,0,0,0,0,Not in labor force
456,19,64,1,0,462,2005,12,660,10,0,0,0,0,0,35,90,565,300,0,0,0,Employed
457,14,26,2,0,769,2005,40,360,140,0,0,0,0,0,15,80,140,110,0,0,0,Employed
458,13,65,1,0,0,2005,0,610,45,50,45,0,0,0,50,60,250,220,0,0,45,Not in labor force
459,15,65,1,0,0,2005,0,570,0,0,0,0,0,0,0,105,553,433,0,0,0,Not in labor force
460,19,64,1,0,1667,2005,60,465,0,0,0,0,0,0,0,60,195,165,0,0,0,Employed
461,13,55,1,0,0,2005,0,600,15,0,0,0,0,0,0,5,820,820,0,0,0,Not in labor force
462,13,60,1,0,0,2005,0,720,105,0,45,0,0,0,0,255,210,210,0,0,0,Not in labor force
463,19,22,2,0,300,2005,36,442,40,0,0,0,0,0,46,65,110,90,0,0,0,Employed
464,13,41,2,3,0,2005,0,660,30,60,80,15,0,0,0,90,443,135,0,0,0,Not in labor force
465,9,16,2,2,82,2005,16,460,30,0,0,0,0,0,5,25,279,279,0,0,0,Employed
466,15,57,2,0,0,2005,0,660,30,0,0,0,0,0,0,105,615,375,0,0,0,Not in labor force
467,14,45,2,2,0,2005,0,515,0,60,60,30,0,0,0,135,210,0,0,0,120,Not in labor force
468,11,30,1,0,481,2005,40,460,60,0,0,0,0,0,0,15,405,180,0,0,0,Employed
469,13,38,2,2,0,2005,0,690,30,630,30,0,0,0,0,60,0,0,0,0,0,Unemployed
470,19,28,2,3,0,2005,0,515,80,55,70,270,100,0,60,80,90,30,0,0,0,Not in labor force
471,19,80,2,0,0,2005,0,540,50,0,0,0,0,0,15,60,363,30,0,0,0,Not in labor force
472,15,34,2,1,473,2005,38,510,20,25,0,0,0,0,0,0,465,465,0,0,120,Employed
473,13,64,1,0,0,2005,0,540,15,10,165,0,0,0,30,60,495,255,0,0,0,Not in labor force
474,10,68,1,0,0,2005,0,680,20,0,0,0,0,0,0,30,705,140,0,0,0,Not in labor force
475,15,55,1,0,1527,2005,40,600,40,30,40,0,0,0,60,75,65,65,0,0,155,Employed
476,19,39,2,0,385,2005,40,360,80,0,30,0,0,0,180,40,50,50,0,0,0,Employed
477,14,67,2,0,0,2005,0,420,90,380,30,0,0,0,120,70,40,40,0,0,0,Not in labor force
478,19,20,2,0,180,2005,22,693,80,0,0,0,0,0,75,20,370,175,0,0,0,Employed
479,19,44,1,1,1535,2005,60,530,10,0,0,0,0,0,0,30,210,0,0,0,0,Employed
480,15,31,1,0,1462,2005,55,405,30,0,0,0,0,0,0,125,50,50,0,30,0,Employed
481,13,41,2,5,480,2005,44,240,0,710,190,0,0,0,0,120,120,0,0,0,0,Employed
482,13,33,1,3,0,2005,0,555,0,0,120,355,0,0,0,75,275,275,0,0,0,Not in labor force
483,16,37,1,0,1673,2005,50,630,15,90,0,0,0,0,0,135,495,0,0,0,0,Employed
484,12,61,2,0,120,2005,10,660,0,180,30,0,0,0,0,0,265,265,0,0,0,Employed
485,14,36,1,2,762,2005,55,412,8,0,5,0,0,0,0,75,91,90,0,0,0,Employed
486,13,25,2,2,280,2005,61,392,120,5,0,0,0,0,55,55,60,0,0,0,0,Employed
487,19,27,1,0,0,2005,0,360,30,0,30,0,0,0,0,45,95,95,0,0,0,Not in labor force
488,13,63,2,0,530,2005,40,350,65,35,15,0,0,0,0,45,390,0,0,0,0,Employed
489,19,26,2,0,304,2005,38,510,0,110,0,0,0,0,60,60,369,279,0,0,0,Employed
490,9,16,1,1,205,2005,36,450,30,0,0,0,0,0,0,30,217,10,0,30,0,Employed
491,19,33,1,1,0,2005,55,600,20,0,10,0,0,0,0,65,300,300,0,0,0,Employed
492,15,30,1,3,1154,2005,50,480,45,30,10,115,0,0,0,0,193,0,0,0,0,Employed
493,14,26,1,0,684,2005,0,315,45,0,0,0,0,0,0,100,324,60,0,0,0,Employed
494,13,35,1,1,0,2005,0,240,0,0,45,30,0,0,15,40,1066,1066,0,0,0,Not in labor force
495,15,40,1,2,1346,2005,40,745,0,0,45,0,0,0,0,60,60,60,0,0,0,Employed
496,15,51,2,0,77,2005,15,540,30,0,0,0,0,0,150,275,355,135,0,0,0,Employed
497,13,45,1,3,692,2005,76,480,90,0,0,0,0,0,130,75,85,85,0,0,0,Employed
498,15,45,1,2,0,2005,60,435,35,0,0,101,0,0,0,65,80,35,0,0,80,Employed
499,14,51,1,0,540,2005,40,450,32,0,20,0,0,0,0,65,100,80,0,0,0,Employed
500,13,47,1,0,699,2005,40,605,0,0,0,0,0,0,0,70,585,255,0,0,0,Employed
501,10,32,2,2,0,2005,0,632,90,0,30,85,0,0,25,90,77,15,0,0,60,Not in labor force
502,15,47,2,1,1346,2005,35,505,95,30,40,0,0,0,15,35,0,0,0,0,0,Employed
503,14,41,1,2,0,2005,60,450,40,0,20,0,0,0,0,115,30,30,0,0,15,Employed
504,9,72,2,4,0,2005,0,720,0,0,150,0,0,0,0,90,180,180,0,0,0,Not in labor force
505,18,46,1,1,2644,2005,0,570,40,0,0,0,0,120,0,110,294,294,0,0,0,Employed
506,19,65,1,0,0,2005,0,420,12,0,0,0,0,0,45,75,453,0,0,0,0,Not in labor force
507,19,22,1,0,150,2005,20,420,45,0,0,0,0,0,10,45,395,0,0,0,0,Employed
508,15,46,2,2,987,2005,25,480,80,300,30,30,0,0,24,125,120,60,0,0,0,Employed
509,15,43,1,2,1000,2005,40,478,0,390,50,0,0,0,6,90,383,0,0,0,0,Employed
510,19,56,1,1,2885,2005,48,420,45,0,0,0,0,0,0,70,211,140,0,0,0,Employed
511,16,31,2,0,1250,2005,80,440,55,0,90,0,0,0,0,45,185,150,0,0,0,Employed
512,13,22,2,1,0,2005,0,780,95,0,20,35,0,0,100,35,300,150,0,0,0,Not in labor force
513,19,53,1,0,0,2005,0,722,0,0,92,0,0,0,0,225,120,0,0,0,0,Not in labor force
514,15,29,2,1,0,2005,0,520,45,90,80,175,120,0,95,55,80,80,0,0,0,Not in labor force
515,19,80,2,0,0,2005,0,340,80,20,230,0,0,0,60,150,510,390,0,0,0,Not in labor force
516,19,45,1,2,1000,2005,40,285,40,0,0,0,0,0,0,130,15,15,0,0,0,Employed
517,13,19,2,0,160,2005,30,585,50,0,0,0,0,0,104,25,250,130,0,0,0,Employed
518,13,20,1,1,0,2005,0,690,0,0,0,0,0,0,0,90,520,175,0,0,0,Not in labor force
519,13,70,2,0,0,2005,0,360,40,210,20,0,0,0,120,238,418,120,0,0,0,Not in labor force
520,19,65,2,0,0,2005,0,285,16,20,10,0,0,0,0,45,1059,340,0,0,0,Not in labor force
521,13,85,1,0,0,2005,0,680,0,0,0,0,0,0,0,210,480,240,0,0,0,Not in labor force
522,10,17,1,1,0,2005,0,600,0,120,0,0,0,0,295,0,60,0,0,0,0,Unemployed
523,19,40,2,2,473,2005,40,900,0,0,0,0,0,0,0,65,475,475,0,0,0,Employed
524,15,46,1,0,1346,2005,52,530,25,0,0,0,0,0,0,90,45,45,0,0,0,Employed
525,11,71,1,0,0,2005,0,480,0,0,0,0,0,0,0,537,375,375,0,0,0,Not in labor force
526,11,22,2,3,294,2005,40,382,0,90,0,255,185,0,0,30,648,100,0,0,0,Employed
527,19,39,2,1,0,2005,50,480,50,0,60,70,0,0,35,50,70,70,0,0,60,Employed
528,13,39,2,1,873,2005,40,660,55,20,100,249,219,0,0,120,95,95,0,0,0,Employed
529,19,20,1,0,0,2005,0,120,0,0,0,0,0,0,0,120,780,780,0,0,0,Unemployed
530,13,25,2,1,163,2005,15,795,0,0,0,110,0,0,130,45,20,20,0,0,0,Employed
531,13,40,2,2,523,2005,50,375,75,20,0,25,0,0,60,80,30,0,0,0,0,Employed
532,19,34,2,0,945,2005,40,625,0,0,0,0,0,0,65,60,360,180,0,0,0,Employed
533,11,18,2,0,110,2005,10,660,0,240,30,0,0,0,260,30,140,140,0,0,0,Employed
534,14,42,2,1,1000,2005,40,740,60,0,15,45,0,0,0,120,190,175,0,0,0,Employed
535,19,39,1,2,1442,2005,50,430,60,0,10,175,0,0,0,120,385,120,0,0,0,Employed
536,14,56,1,0,0,2005,60,405,30,0,0,0,0,0,0,135,0,0,0,0,0,Employed
537,10,16,2,1,0,2005,0,300,60,0,0,0,0,0,25,61,318,5,0,0,0,Not in labor force
538,13,76,2,0,0,2005,0,365,125,130,125,0,0,0,150,80,330,90,0,0,0,Not in labor force
539,13,73,1,0,0,2005,0,460,75,0,35,0,0,0,90,150,290,200,0,0,0,Not in labor force
540,13,57,1,0,0,2005,0,405,0,0,0,0,0,0,0,135,840,285,0,0,0,Not in labor force
541,15,36,2,4,120,2005,20,450,25,20,15,180,60,0,175,150,250,250,0,0,0,Employed
542,17,68,1,0,0,2005,45,540,0,0,0,0,0,0,0,90,685,175,0,0,0,Employed
543,15,47,1,2,1346,2005,45,525,0,0,240,0,0,0,0,90,60,0,0,0,30,Employed
544,13,52,1,1,1000,2005,55,1310,0,0,0,0,0,0,90,10,0,0,0,0,0,Employed
545,13,36,2,4,171,2005,0,540,30,45,0,0,0,0,10,90,480,135,0,0,0,Employed
546,19,29,2,1,500,2005,40,553,60,0,50,124,60,0,0,10,135,100,0,0,0,Employed
547,15,33,2,2,960,2005,45,450,30,0,5,15,0,0,10,1,205,0,0,0,10,Employed
548,13,36,1,0,0,2005,0,754,2,0,15,0,0,0,0,130,247,150,0,0,0,Not in labor force
